167,Sun,32.56
168,Sun,32.56
169,Sun,32.56
170,Sun,32.56
171,Oracle,65.32
172,Oracle,65.32
173,IBM,12.99
174,IBM,54.32
175,Oracle,65.32
176,Oracle,65.32
177,Oracle,65.32
178,Oracle,65.32
179,Sun,32.56
180,Oracle,65.32
181,Oracle,65.32
182,Oracle,65.32
183,Oracle,65.32
184,Sun,32.56
185,IBM,12.99
186,Sun,32.56
187,Sun,32.56
188,Sun,32.56
189,Sun,32.56
190,IBM,54.32
191,Oracle,65.32
192,IBM,12.99
193,Oracle,65.32
194,Oracle,65.32
195,Oracle,65.32
196,Oracle,65.32
197,Oracle,65.32
198,Sun,32.56
199,Oracle,65.32
200,Oracle,65.32
201,Sun,32.56
202,Oracle,65.32
203,Oracle,65.32
204,Sun,32.56
205,Sun,32.56
206,Oracle,65.32
207,Oracle,65.32
208,Oracle,65.32
209,Sun,32.56
210,Sun,32.56
211,Oracle,65.32
212,Sun,32.56
213,Oracle,65.32
214,IBM,54.32
215,Sun,32.56
216,Sun,32.56
217,Oracle,65.32
218,Oracle,65.32
219,Sun,32.56
220,IBM,54.32
221,Oracle,65.32
222,IBM,12.99
223,IBM,12.99
224,Sun,32.56
225,IBM,54.32
226,Sun,32.56
227,Sun,32.56
228,Oracle,65.32
229,Sun,32.56
230,IBM,12.99
231,Oracle,65.32
232,IBM,12.99
233,IBM,12.99
234,IBM,54.32
235,Oracle,65.32
236,Oracle,65.32
237,Sun,32.56
238,Oracle,65.32
239,Sun,32.56
240,Sun,32.56
241,Sun,32.56
242,Sun,32.56
243,IBM,54.32
244,IBM,54.32
245,Sun,32.56
246,Sun,32.56
247,IBM,54.32
248,Sun,32.56
249,IBM,12.99
250,IBM,54.32
251,IBM,12.99
252,Oracle,65.32
253,Oracle,65.32
254,IBM,12.99
255,IBM,12.99
256,Oracle,65.32
257,IBM,54.32
258,Oracle,65.32
259,Sun,32.56
260,Oracle,65.32
261,Sun,32.56
262,Sun,32.56
263,Sun,32.56
264,Oracle,65.32
265,Sun,32.56
266,IBM,12.99
267,Oracle,65.32
268,IBM,54.32
269,Sun,32.56
270,IBM,54.32
271,Oracle,65.32
272,Sun,32.56
273,Sun,32.56
274,IBM,54.32
275,Oracle,65.32
276,IBM,54.32
277,Sun,32.56
278,Oracle,65.32
279,IBM,12.99
280,Sun,32.56
281,Sun,32.56
282,Oracle,65.32
283,Oracle,65.32
284,Oracle,65.32
285,Oracle,65.32
286,Sun,32.56
287,IBM,12.99
288,Oracle,65.32
289,Oracle,65.32
290,IBM,54.32
291,Oracle,65.32
292,Oracle,65.32
293,IBM,12.99
294,IBM,12.99
295,IBM,54.32
296,IBM,12.99
297,Oracle,65.32
298,Oracle,65.32
299,Sun,32.56
300,IBM,54.32
301,Sun,32.56
302,Sun,32.56
303,Oracle,65.32
304,Oracle,65.32
305,Oracle,65.32
306,Sun,32.56
307,Sun,32.56
308,Oracle,65.32
309,Sun,32.56
310,Oracle,65.32
311,Oracle,65.32
312,Sun,32.56
313,Oracle,65.32
314,Oracle,65.32
315,Sun,32.56
316,Sun,32.56
317,IBM,54.32
318,Sun,32.56
319,Oracle,65.32
320,IBM,54.32
321,IBM,12.99
322,Oracle,65.32
323,IBM,12.99
324,Oracle,65.32
325,IBM,12.99
326,Sun,32.56
327,IBM,54.32
328,IBM,12.99
329,Oracle,65.32
330,IBM,54.32
331,Sun,32.56
332,IBM,54.32
333,Sun,32.56
334,IBM,54.32
335,IBM,12.99
336,IBM,54.32
337,Sun,32.56
338,Sun,32.56
339,IBM,54.32
340,Sun,32.56
341,Oracle,65.32
342,Sun,32.56
343,Sun,32.56
344,Sun,32.56
345,Oracle,65.32
346,Oracle,65.32
347,Oracle,65.32
348,IBM,54.32
349,IBM,54.32
350,Oracle,65.32
351,Oracle,65.32
352,IBM,12.99
353,Sun,32.56
354,Oracle,65.32
355,Sun,32.56
356,IBM,54.32
357,Sun,32.56
358,IBM,54.32
359,IBM,54.32
360,Oracle,65.32
361,IBM,54.32
362,Oracle,65.32
363,Oracle,65.32
364,Oracle,65.32
365,Oracle,65.32
366,Sun,32.56
367,Sun,32.56
368,Sun,32.56
369,Sun,32.56
370,Oracle,65.32
371,IBM,12.99
372,Oracle,65.32
373,Sun,32.56
374,Oracle,65.32
375,Sun,32.56
376,Sun,32.56
377,Oracle,65.32
378,Sun,32.56
379,IBM,12.99
380,Oracle,65.32
381,Sun,32.56
382,Sun,32.56
383,Oracle,65.32
384,Oracle,65.32
385,Sun,32.56
386,Sun,32.56
387,Oracle,65.32
388,Sun,32.56
389,IBM,12.99
390,Sun,32.56
391,Sun,32.56
392,IBM,54.32
393,IBM,54.32
394,IBM,12.99
395,IBM,12.99
396,IBM,12.99
397,Sun,32.56
398,IBM,12.99
399,Sun,32.56
400,Oracle,65.32
401,Sun,32.56
402,Sun,32.56
403,IBM,54.32
404,Oracle,65.32
405,IBM,54.32
406,Sun,32.56
407,IBM,12.99
408,Oracle,65.32
409,IBM,54.32
410,IBM,54.32
411,Sun,32.56
412,IBM,54.32
413,Oracle,65.32
414,Oracle,65.32
415,Sun,32.56
416,Oracle,65.32
417,Oracle,65.32
418,Sun,32.56
419,Oracle,65.32
420,Oracle,65.32
421,IBM,12.99
422,Oracle,65.32
423,Oracle,65.32
424,Oracle,65.32
425,Sun,32.56
426,IBM,54.32
427,Sun,32.56
428,Sun,32.56
429,Sun,32.56
430,Oracle,65.32
431,IBM,54.32
432,Oracle,65.32
433,Sun,32.56
434,Sun,32.56
435,IBM,54.32
436,IBM,54.32
437,IBM,12.99
438,IBM,12.99
439,Oracle,65.32
440,Sun,32.56
441,Oracle,65.32
442,Sun,32.56
443,Sun,32.56
444,IBM,12.99
445,Oracle,65.32
446,Sun,32.56
447,Oracle,65.32
448,Oracle,65.32
449,Oracle,65.32
450,Sun,32.56
451,IBM,12.99
452,IBM,12.99
453,Sun,32.56
454,Oracle,65.32
455,IBM,54.32
456,IBM,54.32
457,IBM,54.32
458,Oracle,65.32
459,Sun,32.56
460,Sun,32.56
461,Sun,32.56
462,Oracle,65.32
463,IBM,54.32
464,Oracle,65.32
465,IBM,54.32
466,IBM,54.32
467,Oracle,65.32
468,IBM,12.99
469,Sun,32.56
470,Sun,32.56
471,Sun,32.56
472,IBM,12.99
473,Sun,32.56
474,Oracle,65.32
475,IBM,54.32
476,IBM,12.99
477,Sun,32.56
478,Sun,32.56
479,Oracle,65.32
480,Oracle,65.32
481,IBM,54.32
482,Oracle,65.32
483,IBM,12.99
484,Sun,32.56
485,Sun,32.56
486,Oracle,65.32
487,Oracle,65.32
488,IBM,54.32
489,Sun,32.56
490,Sun,32.56
491,Sun,32.56
492,IBM,12.99
493,IBM,54.32
494,Oracle,65.32
495,Sun,32.56
496,IBM,12.99
497,IBM,54.32
498,Sun,32.56
499,Sun,32.56
500,IBM,54.32
501,IBM,12.99
502,Oracle,65.32
503,IBM,54.32
504,Sun,32.56
505,Oracle,65.32
506,Oracle,65.32
507,Oracle,65.32
508,Oracle,65.32
509,IBM,12.99
510,IBM,12.99
511,Sun,32.56
512,Oracle,65.32
513,Oracle,65.32
514,Sun,32.56
515,Sun,32.56
516,Sun,32.56
517,Oracle,65.32
518,Sun,32.56
519,Oracle,65.32
520,IBM,12.99
521,IBM,12.99
522,Sun,32.56
523,Oracle,65.32
524,Oracle,65.32
525,Sun,32.56
526,IBM,12.99
527,Sun,32.56
528,Sun,32.56
529,IBM,54.32
530,Oracle,65.32
531,IBM,54.32
532,Sun,32.56
533,Oracle,65.32
534,Oracle,65.32
535,Oracle,65.32
536,Sun,32.56
537,Sun,32.56
538,Sun,32.56
539,IBM,12.99
540,Oracle,65.32
541,Oracle,65.32
542,IBM,12.99
543,Oracle,65.32
544,Oracle,65.32
545,Oracle,65.32
546,Oracle,65.32
547,Oracle,65.32
548,Oracle,65.32
549,Oracle,65.32
550,Sun,32.56
551,Oracle,65.32
552,Oracle,65.32
553,Sun,32.56
554,Oracle,65.32
555,Oracle,65.32
556,Sun,32.56
557,Sun,32.56
558,Sun,32.56
559,IBM,54.32
560,Oracle,65.32
561,Oracle,65.32
562,Oracle,65.32
563,Oracle,65.32
564,Sun,32.56
565,Sun,32.56
566,IBM,12.99
567,Sun,32.56
568,IBM,54.32
569,IBM,54.32
570,IBM,12.99
571,Oracle,65.32
572,Oracle,65.32
573,Sun,32.56
574,IBM,54.32
575,Oracle,65.32
576,Oracle,65.32
577,IBM,12.99
578,Oracle,65.32
579,IBM,54.32
580,Sun,32.56
581,IBM,12.99
582,IBM,54.32
583,IBM,54.32
584,IBM,54.32
585,Oracle,65.32
586,IBM,12.99
587,IBM,12.99
588,Oracle,65.32
589,IBM,54.32
590,Oracle,65.32
591,Sun,32.56
592,Oracle,65.32
593,IBM,12.99
594,Oracle,65.32
595,Sun,32.56
596,IBM,54.32
597,IBM,12.99
598,IBM,54.32
599,Oracle,65.32
600,Sun,32.56
601,IBM,12.99
602,IBM,54.32
603,Sun,32.56
604,Oracle,65.32
605,IBM,12.99
606,Oracle,65.32
607,IBM,12.99
608,Sun,32.56
609,Oracle,65.32
610,Oracle,65.32
611,Oracle,65.32
612,Oracle,65.32
613,Sun,32.56
614,Sun,32.56
615,IBM,54.32
616,Oracle,65.32
617,Oracle,65.32
618,IBM,12.99
619,Oracle,65.32
620,Oracle,65.32
621,IBM,54.32
622,Oracle,65.32
623,IBM,54.32
624,Oracle,65.32
625,Oracle,65.32
626,IBM,12.99
627,IBM,54.32
628,Oracle,65.32
629,IBM,12.99
630,IBM,12.99
631,IBM,12.99
632,Oracle,65.32
633,IBM,54.32
634,Oracle,65.32
635,Sun,32.56
636,IBM,54.32
637,Oracle,65.32
638,Sun,32.56
639,Sun,32.56
640,Oracle,65.32
641,Sun,32.56
642,IBM,12.99
643,Oracle,65.32
644,Oracle,65.32
645,IBM,54.32
646,IBM,54.32
647,Sun,32.56
648,Sun,32.56
649,Sun,32.56
650,Oracle,65.32
651,Oracle,65.32
652,Oracle,65.32
653,IBM,12.99
654,IBM,54.32
655,IBM,12.99
656,Sun,32.56
657,IBM,54.32
658,IBM,12.99
659,IBM,54.32
660,Sun,32.56
661,Sun,32.56
662,Oracle,65.32
663,Sun,32.56
664,Sun,32.56
665,Sun,32.56
666,IBM,54.32
667,Oracle,65.32
668,Sun,32.56
669,Oracle,65.32
670,Oracle,65.32
671,Sun,32.56
672,IBM,12.99
673,IBM,12.99
674,IBM,12.99
675,Oracle,65.32
676,IBM,12.99
677,IBM,12.99
678,Oracle,65.32
679,Oracle,65.32
680,Sun,32.56
681,IBM,54.32
682,Oracle,65.32
683,Sun,32.56
684,IBM,12.99
685,IBM,54.32
686,Sun,32.56
687,Sun,32.56
688,Oracle,65.32
689,Oracle,65.32
690,Sun,32.56
691,Oracle,65.32
692,Sun,32.56
693,Sun,32.56
694,IBM,12.99
695,Sun,32.56
696,Oracle,65.32
697,IBM,54.32
698,Sun,32.56
699,IBM,54.32
700,Sun,32.56
701,IBM,54.32
702,Sun,32.56
703,Sun,32.56
704,IBM,54.32
705,IBM,54.32
706,Sun,32.56
707,Sun,32.56
708,Oracle,65.32
709,Sun,32.56
710,Sun,32.56
711,Oracle,65.32
712,Oracle,65.32
713,Sun,32.56
714,Oracle,65.32
715,IBM,54.32
716,IBM,12.99
717,IBM,12.99
718,Oracle,65.32
719,Sun,32.56
720,Sun,32.56
721,Oracle,65.32
722,Sun,32.56
723,Oracle,65.32
724,IBM,54.32
725,Oracle,65.32
726,IBM,54.32
727,IBM,12.99
728,Oracle,65.32
729,IBM,54.32
730,Oracle,65.32
731,Sun,32.56
732,IBM,12.99
733,IBM,12.99
734,IBM,54.32
735,Oracle,65.32
736,Oracle,65.32
737,Oracle,65.32
738,IBM,54.32
739,Oracle,65.32
740,Oracle,65.32
741,IBM,12.99
742,Sun,32.56
743,IBM,12.99
744,Sun,32.56
745,Oracle,65.32
746,IBM,54.32
747,Oracle,65.32
748,Oracle,65.32
749,Sun,32.56
750,Sun,32.56
751,Oracle,65.32
752,Sun,32.56
753,Oracle,65.32
754,Oracle,65.32
755,Sun,32.56
756,Oracle,65.32
757,IBM,12.99
758,IBM,12.99
759,IBM,12.99
760,Oracle,65.32
761,IBM,54.32
762,Oracle,65.32
763,IBM,12.99
764,Sun,32.56
765,IBM,12.99
766,IBM,12.99
767,IBM,12.99
768,Sun,32.56
769,IBM,54.32
770,Sun,32.56
771,IBM,54.32
772,Oracle,65.32
773,Oracle,65.32
774,IBM,12.99
775,Sun,32.56
776,Oracle,65.32
777,Sun,32.56
778,Oracle,65.32
779,IBM,54.32
780,IBM,12.99
781,IBM,54.32
782,Sun,32.56
783,Oracle,65.32
784,Sun,32.56
785,IBM,12.99
786,IBM,54.32
787,Sun,32.56
788,IBM,12.99
789,Oracle,65.32
790,Sun,32.56
791,Sun,32.56
792,Oracle,65.32
793,IBM,54.32
794,Oracle,65.32
795,Sun,32.56
796,Sun,32.56
797,Sun,32.56
798,IBM,54.32
799,Oracle,65.32
800,Sun,32.56
801,Sun,32.56
802,Sun,32.56
803,IBM,54.32
804,IBM,54.32
805,Sun,32.56
806,IBM,12.99
807,Oracle,65.32
808,Oracle,65.32
809,Sun,32.56
810,Sun,32.56
811,IBM,12.99
812,IBM,54.32
813,Oracle,65.32
814,Sun,32.56
815,Sun,32.56
816,Sun,32.56
817,IBM,12.99
818,Sun,32.56
819,Oracle,65.32
820,Oracle,65.32
821,Oracle,65.32
822,Sun,32.56
823,Oracle,65.32
824,IBM,12.99
825,IBM,12.99
826,Sun,32.56
827,IBM,12.99
828,Oracle,65.32
829,Oracle,65.32
830,Sun,32.56
831,Sun,32.56
832,IBM,54.32
833,IBM,54.32
834,IBM,12.99
835,IBM,12.99
836,Oracle,65.32
837,Oracle,65.32
838,Sun,32.56
839,Oracle,65.32
840,Oracle,65.32
841,IBM,54.32
842,IBM,54.32
843,Oracle,65.32
844,Oracle,65.32
845,IBM,54.32
846,Sun,32.56
847,IBM,54.32
848,Oracle,65.32
849,Oracle,65.32
850,Sun,32.56
851,Oracle,65.32
852,IBM,12.99
853,Oracle,65.32
854,Sun,32.56
855,Sun,32.56
856,Oracle,65.32
857,Oracle,65.32
858,IBM,12.99
859,Sun,32.56
860,Sun,32.56
861,IBM,12.99
862,IBM,54.32
863,Sun,32.56
864,Oracle,65.32
865,Oracle,65.32
866,Oracle,65.32
867,IBM,54.32
868,Sun,32.56
869,IBM,12.99
870,Oracle,65.32
871,IBM,54.32
872,Sun,32.56
873,IBM,12.99
874,IBM,12.99
875,Sun,32.56
876,Oracle,65.32
877,Oracle,65.32
878,IBM,12.99
879,IBM,54.32
880,IBM,12.99
881,Sun,32.56
882,IBM,54.32
883,Oracle,65.32
884,Oracle,65.32
885,Sun,32.56
886,Sun,32.56
887,IBM,12.99
888,IBM,54.32
889,Sun,32.56
890,Sun,32.56
891,Sun,32.56
892,Oracle,65.32
893,Oracle,65.32
894,IBM,54.32
895,IBM,54.32
896,Oracle,65.32
897,IBM,12.99
898,Oracle,65.32
899,Oracle,65.32
900,Oracle,65.32
901,Oracle,65.32
902,IBM,54.32
903,IBM,12.99
904,IBM,54.32
905,Sun,32.56
906,Oracle,65.32
907,IBM,54.32
908,IBM,12.99
909,Oracle,65.32
910,Oracle,65.32
911,IBM,54.32
912,IBM,54.32
913,Sun,32.56
914,Oracle,65.32
915,IBM,54.32
916,Sun,32.56
917,Sun,32.56
918,IBM,12.99
919,Oracle,65.32
920,Sun,32.56
921,IBM,12.99
922,Oracle,65.32
923,Sun,32.56
924,Sun,32.56
925,Sun,32.56
926,Sun,32.56
927,Sun,32.56
928,Sun,32.56
929,IBM,54.32
930,IBM,12.99
931,Oracle,65.32
932,IBM,54.32
933,IBM,12.99
934,Sun,32.56
935,Oracle,65.32
936,Sun,32.56
937,Oracle,65.32
938,IBM,54.32
939,Sun,32.56
940,IBM,12.99
941,IBM,12.99
942,Oracle,65.32
943,Sun,32.56
944,Oracle,65.32
945,Sun,32.56
946,IBM,54.32
947,IBM,12.99
948,Oracle,65.32
949,Sun,32.56
950,Sun,32.56
951,Sun,32.56
952,Oracle,65.32
953,IBM,12.99
954,IBM,12.99
955,IBM,54.32
956,IBM,54.32
957,IBM,54.32
958,IBM,12.99
959,IBM,54.32
960,IBM,12.99
961,IBM,12.99
962,Oracle,65.32
963,Sun,32.56
964,Sun,32.56
965,Oracle,65.32
966,Sun,32.56
967,IBM,12.99
968,Oracle,65.32
969,Oracle,65.32
970,Sun,32.56
971,Oracle,65.32
972,IBM,54.32
973,Oracle,65.32
974,Sun,32.56
975,Sun,32.56
976,IBM,12.99
977,IBM,54.32
978,IBM,54.32
979,Oracle,65.32
980,Oracle,65.32
981,Sun,32.56
982,Sun,32.56
983,Oracle,65.32
984,Oracle,65.32
985,IBM,12.99
986,Oracle,65.32
987,Sun,32.56
988,IBM,54.32
989,IBM,12.99
990,Oracle,65.32
991,Sun,32.56
992,Sun,32.56
993,Sun,32.56
994,Sun,32.56
995,Oracle,65.32
996,IBM,12.99
997,Sun,32.56
998,Sun,32.56
999,IBM,54.32
1000,Sun,32.56
1001,Oracle,65.32
1002,Oracle,65.32
1003,Sun,32.56
1004,Sun,32.56
1005,Sun,32.56
1006,Oracle,65.32
1007,Oracle,65.32
1008,Sun,32.56
1009,Oracle,65.32
1010,IBM,54.32
1011,Sun,32.56
1012,Sun,32.56
1013,Sun,32.56
1014,Sun,32.56
1015,Sun,32.56
1016,IBM,12.99
1017,Sun,32.56
1018,Sun,32.56
1019,IBM,54.32
1020,Sun,32.56
1021,IBM,54.32
1022,Sun,32.56
1023,Oracle,65.32
1024,Sun,32.56
1025,IBM,54.32
1026,Sun,32.56
1027,Sun,32.56
1028,Oracle,65.32
1029,IBM,54.32
1030,Sun,32.56
1031,Oracle,65.32
1032,IBM,12.99
1033,IBM,12.99
1034,Oracle,65.32
1035,IBM,12.99
1036,Sun,32.56
1037,IBM,54.32
1038,Oracle,65.32
1039,Oracle,65.32
1040,IBM,12.99
1041,IBM,12.99
1042,Oracle,65.32
1043,Oracle,65.32
1044,IBM,12.99
1045,Sun,32.56
1046,Sun,32.56
1047,Sun,32.56
1048,Sun,32.56
1049,Oracle,65.32
1050,Sun,32.56
1051,IBM,12.99
1052,IBM,54.32
1053,Oracle,65.32
1054,Sun,32.56
1055,IBM,12.99
1056,IBM,54.32
1057,Oracle,65.32
1058,Sun,32.56
1059,Oracle,65.32
1060,IBM,54.32
1061,Sun,32.56
1062,Oracle,65.32
1063,Oracle,65.32
1064,Sun,32.56
1065,IBM,12.99
1066,Oracle,65.32
1067,Oracle,65.32
1068,Sun,32.56
1069,Sun,32.56
1070,Oracle,65.32
1071,Oracle,65.32
1072,Oracle,65.32
1073,IBM,12.99
1074,Oracle,65.32
1075,Oracle,65.32
1076,IBM,12.99
1077,Sun,32.56
1078,Oracle,65.32
1079,Sun,32.56
1080,IBM,54.32
1081,Sun,32.56
1082,Oracle,65.32
1083,Sun,32.56
1084,Oracle,65.32
1085,IBM,54.32
1086,Sun,32.56
1087,Sun,32.56
1088,Sun,32.56
1089,Sun,32.56
1090,Oracle,65.32
1091,IBM,54.32
1092,IBM,12.99
1093,Oracle,65.32
1094,Sun,32.56
1095,Oracle,65.32
1096,IBM,12.99
1097,IBM,54.32
1098,Oracle,65.32
1099,IBM,54.32
1100,IBM,12.99
1101,Oracle,65.32
1102,Oracle,65.32
1103,IBM,54.32
1104,IBM,54.32
1105,IBM,54.32
1106,Oracle,65.32
1107,Oracle,65.32
1108,Oracle,65.32
1109,Oracle,65.32
1110,Sun,32.56
1111,Oracle,65.32
1112,Oracle,65.32
1113,Sun,32.56
1114,IBM,12.99
1115,IBM,54.32
1116,Sun,32.56
1117,Oracle,65.32
1118,Oracle,65.32
1119,Sun,32.56
1120,Oracle,65.32
1121,Sun,32.56
1122,IBM,54.32
1123,Sun,32.56
1124,IBM,12.99
1125,Oracle,65.32
1126,IBM,12.99
1127,Oracle,65.32
1128,Oracle,65.32
1129,IBM,54.32
1130,Oracle,65.32
1131,Oracle,65.32
1132,Sun,32.56
1133,Sun,32.56
1134,Sun,32.56
1135,Sun,32.56
1136,Oracle,65.32
1137,Oracle,65.32
1138,IBM,54.32
1139,IBM,54.32
1140,Oracle,65.32
1141,Sun,32.56
1142,Oracle,65.32
1143,IBM,54.32
1144,IBM,54.32
1145,Sun,32.56
1146,IBM,12.99
1147,Oracle,65.32
1148,IBM,12.99
1149,IBM,12.99
1150,Oracle,65.32
1151,Sun,32.56
1152,Oracle,65.32
1153,Sun,32.56
1154,Oracle,65.32
1155,Sun,32.56
1156,Sun,32.56
1157,IBM,12.99
1158,Oracle,65.32
1159,IBM,54.32
1160,Sun,32.56
1161,IBM,54.32
1162,Sun,32.56
1163,Oracle,65.32
1164,IBM,54.32
1165,Oracle,65.32
1166,IBM,12.99
1167,IBM,12.99
1168,IBM,12.99
1169,Sun,32.56
1170,IBM,12.99
1171,IBM,54.32
1172,IBM,12.99
1173,Oracle,65.32
1174,Sun,32.56
1175,Oracle,65.32
1176,Oracle,65.32
1177,IBM,54.32
1178,Sun,32.56
1179,IBM,12.99
1180,Oracle,65.32
1181,IBM,12.99
1182,IBM,12.99
1183,Sun,32.56
1184,Oracle,65.32
1185,Oracle,65.32
1186,Sun,32.56
1187,Sun,32.56
1188,Sun,32.56
1189,IBM,54.32
1190,Sun,32.56
1191,IBM,12.99
1192,Sun,32.56
1193,Sun,32.56
1194,Sun,32.56
1195,Sun,32.56
1196,IBM,54.32
1197,IBM,12.99
1198,Sun,32.56
1199,Sun,32.56
1200,Sun,32.56
1201,Oracle,65.32
1202,Oracle,65.32
1203,IBM,12.99
1204,IBM,12.99
1205,Oracle,65.32
1206,IBM,54.32
1207,Sun,32.56
1208,IBM,54.32
1209,Oracle,65.32
1210,IBM,12.99
1211,IBM,54.32
1212,Oracle,65.32
1213,IBM,54.32
1214,IBM,12.99
1215,Sun,32.56
1216,IBM,54.32
1217,Sun,32.56
1218,Oracle,65.32
1219,Sun,32.56
1220,Oracle,65.32
1221,Sun,32.56
1222,Oracle,65.32
1223,Sun,32.56
1224,Oracle,65.32
1225,Oracle,65.32
1226,Sun,32.56
1227,Sun,32.56
1228,Oracle,65.32
1229,IBM,54.32
1230,IBM,54.32
1231,IBM,54.32
1232,Oracle,65.32
1233,Sun,32.56
1234,IBM,54.32
1235,Sun,32.56
1236,Sun,32.56
1237,Sun,32.56
1238,Oracle,65.32
1239,Oracle,65.32
1240,IBM,12.99
1241,Sun,32.56
1242,Oracle,65.32
1243,IBM,54.32
1244,Sun,32.56
1245,Sun,32.56
1246,IBM,54.32
1247,IBM,54.32
1248,IBM,12.99
1249,Oracle,65.32
1250,IBM,12.99
1251,Oracle,65.32
1252,IBM,54.32
1253,Sun,32.56
1254,Oracle,65.32
1255,Sun,32.56
1256,Sun,32.56
1257,Oracle,65.32
1258,IBM,12.99
1259,IBM,12.99
1260,Oracle,65.32
1261,Sun,32.56
1262,IBM,54.32
1263,Sun,32.56
1264,Sun,32.56
1265,IBM,54.32
1266,IBM,12.99
1267,Sun,32.56
1268,Oracle,65.32
1269,IBM,54.32
1270,Oracle,65.32
1271,Oracle,65.32
1272,Oracle,65.32
1273,Sun,32.56
1274,Oracle,65.32
1275,Oracle,65.32
1276,IBM,54.32
1277,IBM,12.99
1278,IBM,54.32
1279,Oracle,65.32
1280,Sun,32.56
1281,Oracle,65.32
1282,IBM,12.99
1283,IBM,12.99
1284,Sun,32.56
1285,Oracle,65.32
1286,Sun,32.56
1287,Sun,32.56
1288,Sun,32.56
1289,IBM,54.32
1290,IBM,12.99
1291,IBM,54.32
1292,Oracle,65.32
1293,Oracle,65.32
1294,Oracle,65.32
1295,Sun,32.56
1296,Sun,32.56
1297,Oracle,65.32
1298,Sun,32.56
1299,Oracle,65.32
1300,Oracle,65.32
1301,Sun,32.56
1302,Oracle,65.32
1303,IBM,54.32
1304,Sun,32.56
1305,Sun,32.56
1306,Oracle,65.32
1307,Sun,32.56
1308,Oracle,65.32
1309,IBM,12.99
1310,Oracle,65.32
1311,Oracle,65.32
1312,IBM,12.99
1313,IBM,54.32
1314,Sun,32.56
1315,Oracle,65.32
1316,Sun,32.56
1317,Sun,32.56
1318,Oracle,65.32
1319,Oracle,65.32
1320,IBM,54.32
